Number,Gender,GivenName,Surname,TelephoneNumber,Birthday,Zodiac,Membership,BloodType,Pounds,Weight,Height,BMI
243,male,Archie,Cunningham,085 568 8333,6-26-1990,Cancer,01-06-2018,B+,173.8,79,185,23.0825
244,female,Mgbeke,Onyekachi,082 148 7598,10-07-1964,Libra,01-11-2018,O+,199.3,90.6,153,38.7031
245,male,Hagos,Haylom,083 597 6946,01-12-1965,Capricorn,01-10-2016,B+,191,86.8,167,31.1234
246,male,Kodilinyechukwu,Onodugoadiegbemma,082 592 3781,4-22-1984,Taurus,01-04-2018,B+,187.7,85.3,182,25.7517
247,male,Onwuatuegwu,Eberegbulam,083 785 7118,6-24-1964,Cancer,01-01-2019,A+,249.9,113.6,177,36.2603
248,male,Asfaha,Zula,085 105 2881,4-23-1957,Taurus,01-02-2016,B+,249,113.2,177,36.1327
249,female,Kate,Takasuka,082 323 1437,10-14-1975,Libra,01-08-2016,O+,163.9,74.5,158,29.843
250,male,Brad,Russell,084 429 4874,4-16-1970,Aries,01-11-2019,A+,160.8,73.1,167,26.2111
251,female,Sophia,Kharitonova,083 751 9093,09-10-1963,Virgo,01-07-2017,O+,121.4,55.2,173,18.4436
252,female,Alice,Gould,084 230 0547,4-30-1985,Taurus,01-02-2018,A+,200.6,91.2,163,34.3257
253,male,Aidan,Matthews,083 428 2310,9-19-1984,Virgo,01-07-2020,A+,139.3,63.3,177,20.2049
254,male,Mohammed,Stewart,082 270 8282,10-24-1965,Scorpio,01-10-2017,O+,184.4,83.8,187,23.9641
255,female,Ermenegilda,Pugliesi,085 928 1530,5-26-1958,Gemini,01-01-2017,B+,140.6,63.9,161,24.6518
256,female,Nonoe,Hirakawa,085 853 8653,12-21-1972,Sagittarius,01-11-2017,A+,159.7,72.6,167,26.0318
257,male,Motomu,Takeshita,085 990 8321,06-08-1952,Gemini,01-04-2016,B+,204.6,93,179,29.0253
258,female,Bisrat,Amanuel,085 760 2715,1-13-1986,Capricorn,01-11-2020,B+,127.8,58.1,159,22.9817
259,female,Ebelegbulam,Ndukaku,083 563 8936,05-07-1957,Taurus,01-10-2019,B+,115.3,52.4,163,19.7222
260,male,George,Rogers,082 284 4474,1-30-1978,Aquarius,01-05-2017,O+,208.8,94.9,188,26.8504
261,male,Song,T'ang,084 844 2613,04-03-1984,Aries,01-03-2017,B+,207,94.1,181,28.7232
262,male,Wang,Liu,082 709 8810,3-17-1967,Pisces,01-07-2020,A+,209.4,95.2,180,29.3827
263,male,Arnulfo,Wales,084 849 0406,10-24-1971,Scorpio,01-10-2017,O+,215.6,98,174,32.3689
264,female,Milan,Seleznyova,085 688 6723,02-07-1979,Aquarius,01-08-2019,A+,171.6,78,174,25.763
265,female,Taylor,Allen,082 950 6486,1-27-1951,Aquarius,01-02-2020,O+,225.9,102.7,172,34.7147
266,female,Mareta,Davide,085 905 2037,2-15-1980,Aquarius,01-02-2020,A+,182.6,83,155,34.5473
267,male,George,Dowie,082 655 5799,1-26-1956,Aquarius,01-09-2017,A+,239.4,108.8,185,31.7896
268,female,Adaora,Chizuoke,082 504 5913,6-14-1960,Gemini,01-10-2020,A+,216.7,98.5,157,39.9611
269,female,Olga,Sorokina,083 204 9997,9-14-1965,Virgo,01-11-2016,O+,188.8,85.8,174,28.3393
270,female,Galina,Avdeeva,085 461 8491,05-08-1965,Taurus,01-03-2019,O+,191.2,86.9,162,33.1123
271,female,Tayla,Cani,082 141 8330,2-21-1990,Pisces,01-03-2017,B+,163,74.1,173,24.7586
272,male,Maxim,Kozlov,084 725 5491,8-27-1991,Virgo,01-01-2016,AB+,186.1,84.6,180,26.1111
273,female,Eileen,Thomas,082 211 0514,5-24-1963,Gemini,01-10-2020,O+,230.3,104.7,163,39.4068
274,female,Joyce,Moore,082 270 7151,7-30-1990,Leo,01-02-2019,A+,132.7,60.3,160,23.5547
275,male,Sheng,Chia,085 798 7249,1-23-1981,Aquarius,01-11-2016,A+,200.4,91.1,169,31.8966
276,male,Ewan,Pollard,082 979 0558,04-12-1974,Aries,01-06-2016,B+,211.2,96,186,27.7489
277,male,Theodore,Ponomaryov,082 938 3702,2-14-1951,Aquarius,01-10-2020,O+,153.8,69.9,177,22.3116
278,male,Kiyuu,Nishizawa,082 615 9219,11-28-1968,Sagittarius,01-02-2016,A+,197.8,89.9,167,32.2349
279,male,Harry,Jarman,084 933 3801,6-25-1968,Cancer,01-02-2016,O+,166.8,75.8,182,22.8837
280,female,Amber,Normanby,083 856 5999,6-26-1986,Cancer,01-06-2019,O-,116.4,52.9,166,19.1973
281,male,Jinsei,Mizutani,084 456 3680,11-11-1955,Scorpio,01-01-2018,O+,169.4,77,172,26.0276
282,male,Ruggero,Marchesi,085 294 0927,8-31-1969,Virgo,01-03-2018,O+,248.2,112.8,168,39.966
283,female,Megan,Hartley,083 346 3845,08-10-1970,Leo,01-08-2017,B+,144.1,65.5,165,24.0588
284,female,Chinami,Oosawa,085 633 1278,12-04-1992,Sagittarius,01-11-2019,O+,120.1,54.6,172,18.4559
285,male,Keiren,Burns,082 389 1681,01-02-1986,Capricorn,01-06-2018,O+,236.1,107.3,188,30.3588
286,male,Semere,Efrem,082 664 2260,7-18-1958,Cancer,01-09-2020,A+,147.8,67.2,186,19.4242
287,male,Rafik,Demidov,082 578 3538,09-05-1982,Virgo,01-09-2018,AB+,248.8,113.1,176,36.5121
288,female,Vicki,Jackson,083 432 2593,10-17-1984,Libra,01-05-2018,A+,160.4,72.9,160,28.4766
289,female,Ghenet,Nebay,083 821 2581,09-05-1980,Virgo,01-04-2020,O+,118.4,53.8,168,19.0618
290,female,Hattie,McCray,083 683 2787,05-10-1951,Taurus,01-03-2016,A+,178.9,81.3,159,32.1585
291,female,Lily,Brownlee,085 629 9378,10-19-1960,Libra,01-07-2019,B+,162.1,73.7,161,28.4325
292,male,Ben,Joyce,082 893 9112,7-24-1954,Leo,01-07-2016,O+,199.5,90.7,166,32.9148
293,male,Joseph,Patton,083 272 8605,08-09-1965,Leo,01-08-2017,O+,251.7,114.4,177,36.5157
294,male,Matthew,Heritage,085 298 1509,09-01-1965,Virgo,01-10-2019,B+,234.5,106.6,187,30.4841
295,male,Jayden,Vaughan,085 621 3102,05-11-1962,Taurus,01-11-2018,B+,150.7,68.5,180,21.142
296,male,Baldovino,Colombo,083 704 6105,4-15-1968,Aries,01-06-2018,B+,252.6,114.8,172,38.8048
297,female,Maya,May,085 577 1244,08-01-1961,Leo,01-05-2019,A+,153.3,69.7,168,24.6953
298,male,Lenny,Beltran,083 964 0362,10-03-1980,Libra,01-02-2020,AB+,181.3,82.4,183,24.6051
299,female,Selene,Pinto,084 111 8889,1-19-1958,Capricorn,01-02-2018,A+,141.2,64.2,166,23.298
300,female,Imogen,Portus,082 527 4180,01-01-1960,Capricorn,01-12-2017,O+,124.7,56.7,167,20.3306
301,female,Eden,Elliston,083 205 9946,12-31-1992,Capricorn,01-09-2020,A+,136.2,61.9,158,24.7957
302,male,Goliwe,Chidinma,082 286 2850,11-12-1982,Scorpio,01-10-2018,A+,147.2,66.9,170,23.1488
303,male,Zinovy,Bogolyubov,083 507 9706,11-09-1987,Scorpio,01-08-2019,O+,176.9,80.4,180,24.8148
304,male,Declan,Blackburn,085 149 2629,11-26-1957,Sagittarius,01-01-2020,A+,242.7,110.3,173,36.8539
305,male,Hunter,Leworthy,083 121 8452,09-04-1954,Virgo,01-12-2019,B+,241.8,109.9,172,37.1485
306,female,Melina,Burt,082 944 3825,06-08-1978,Gemini,01-04-2019,O+,130.7,59.4,154,25.0464
307,female,Raeann,Demello,084 532 8880,4-22-1964,Taurus,01-02-2017,A+,178,80.9,153,34.5594
308,male,Reilly,Mackay,084 759 0484,09-02-1968,Virgo,01-01-2018,A+,205.9,93.6,167,33.5616
309,male,Ali,Monckton,084 677 1428,07-10-1991,Cancer,01-04-2017,A-,214.7,97.6,173,32.6105
310,male,Gaspare,Zito,085 631 1111,9-13-1956,Virgo,01-07-2020,B+,241.8,109.9,186,31.7667
311,male,Sebastian,Kelly,085 238 6359,10-26-1991,Scorpio,01-07-2016,A+,133.5,60.7,190,16.8144
312,male,Koby,Riley,082 674 9431,01-09-1951,Capricorn,01-09-2017,A+,148.5,67.5,173,22.5534
313,female,Matilda,Potts,083 532 0080,09-04-1993,Virgo,01-02-2018,O+,143,65,164,24.1672
314,male,Wang,T'ao,085 164 6898,5-20-1980,Taurus,01-06-2019,O+,190.1,86.4,179,26.9655
315,male,Arnaldo,Cocci,083 495 4947,9-17-1969,Virgo,01-10-2016,B+,227,103.2,187,29.5119
316,female,Alicia,Gooseberry,085 642 3509,12-07-1967,Sagittarius,01-09-2018,O-,154,70,159,27.6888
317,female,Kiera,McMillan,083 124 7807,9-27-1977,Libra,01-04-2019,A+,112.4,51.1,175,16.6857
318,female,Yuzuna,Tamura,085 905 5384,1-29-1967,Aquarius,01-02-2019,A-,163.5,74.3,159,29.3897
319,male,Mohammad,Carter,084 368 3339,5-17-1994,Taurus,01-03-2017,B+,219.1,99.6,177,31.7916
320,male,Enyinnaya,Nnamutaezinwa,085 312 8009,6-14-1992,Gemini,01-01-2018,AB+,230.8,104.9,184,30.9842
321,male,Armen,Pokrovsky,082 448 7921,11-11-1962,Scorpio,01-12-2020,A+,254.8,115.8,172,39.1428
322,female,Qing,Liao,084 824 5480,1-21-1970,Aquarius,01-03-2019,O-,162.4,73.8,157,29.9404
323,male,Millar,Kerr,082 680 2528,7-22-1966,Cancer,01-05-2019,O-,238.5,108.4,169,37.9539
324,female,Zhen,T'an,082 963 8006,11-29-1974,Sagittarius,01-10-2020,A-,182.4,82.9,174,27.3814
325,male,Bailey,Hansman,083 116 0874,9-23-1966,Libra,01-04-2016,A-,194,88.2,180,27.2222
326,male,Berto,Ferri,083 862 2708,11-12-1973,Scorpio,01-05-2019,O+,146.7,66.7,181,20.3596
327,female,Emma,Borodina,082 835 0873,5-30-1957,Gemini,01-05-2019,A+,135.7,61.7,156,25.3534
328,male,Shen,H?,084 989 2082,10-05-1966,Libra,01-12-2018,O+,154.7,70.3,179,21.9406
329,female,Chinasaekpele,Obinna,083 374 5565,2-29-1976,Pisces,01-04-2019,A+,138.2,62.8,159,24.8408
330,female,Farrah,Findlay,083 306 5536,03-12-1983,Pisces,01-02-2018,B+,227.7,103.5,167,37.1114
331,male,Hiroshi,Aizawa,082 909 9195,6-21-1990,Cancer,01-10-2018,O+,218.7,99.4,176,32.0894
332,male,Ryley,Russell,083 429 7137,01-03-1977,Capricorn,01-11-2016,A+,237.2,107.8,172,36.4386
333,male,Jett,Stretton,082 253 3888,01-05-1978,Capricorn,01-02-2016,B+,255,115.9,167,41.5576
334,male,Daniel,Jessop,085 770 9910,05-04-1954,Taurus,01-12-2019,B+,221.1,100.5,183,30.0099
335,female,Angelina,Frankland,082 691 1211,4-28-1975,Taurus,01-12-2019,A+,222,100.9,157,40.9347
336,male,Leo,Bueno,084 346 5102,4-23-1993,Taurus,01-07-2017,A+,212.5,96.6,189,27.0429
337,female,Hoshimi,Tamura,083 899 5399,5-21-1990,Gemini,01-01-2017,A+,134.6,61.2,175,19.9837
338,male,Kagehiko,Daijou,082 159 5968,9-23-1972,Libra,01-06-2017,O-,166.1,75.5,187,21.5906
339,female,Helena,Olson,082 964 8448,04-08-1964,Aries,01-01-2019,A+,212.3,96.5,156,39.6532
340,female,Lillian,Wright,085 686 6948,11-06-1968,Scorpio,01-09-2019,O+,167,75.9,163,28.5671
341,male,Brayden,Dodery,084 455 2368,10-30-1980,Scorpio,01-05-2019,A+,150.3,68.3,184,20.1737
342,male,Kerr,Morrison,083 255 7375,5-27-1965,Gemini,01-10-2020,A+,172,78.2,176,25.2454
343,male,Makoto,Kamei,084 326 1529,5-26-1959,Gemini,01-07-2016,O+,233.6,106.2,178,33.5185
344,female,Libby,Carter,084 566 5056,11-19-1975,Scorpio,01-08-2019,A+,197.3,89.7,164,33.3507
345,female,Mariam,Lindesay,084 741 9411,8-16-1967,Leo,01-10-2016,AB+,150.9,68.6,174,22.6582
346,male,Omar,Girma,082 517 6976,12-14-1951,Sagittarius,01-02-2017,O+,203.9,92.7,173,30.9733
347,female,Gimja,Luwam,082 444 0344,10-24-1985,Scorpio,01-01-2020,A+,153.8,69.9,170,24.1869
348,female,Yaeka,Kouki,085 850 5169,4-24-1976,Taurus,01-04-2016,B+,209.9,95.4,155,39.7086
349,male,Michinori,Kaneda,084 988 4216,7-15-1978,Cancer,01-01-2019,O-,208.3,94.7,170,32.7682
350,female,Fethawit,Neftalem,083 428 1341,2-19-1957,Pisces,01-07-2018,O+,217.4,98.8,172,33.3964
351,female,Kelsi,McKay,085 563 8752,1-29-1983,Aquarius,01-10-2019,O+,225.5,102.5,168,36.3166
352,female,Monica,DeRose,082 147 3382,7-29-1976,Leo,01-11-2017,O-,176.4,80.2,166,29.1044
353,male,Logan,Barling,083 308 9622,12-23-1962,Capricorn,01-10-2020,B+,201.7,91.7,178,28.9421
354,male,Joel,Cooke,084 691 1894,8-19-1952,Leo,01-03-2020,B+,218.5,99.3,185,29.0139
355,male,Jin,Chuang,085 910 9743,06-10-1955,Gemini,01-03-2020,O+,146.5,66.6,181,20.329
356,male,Brodie,George,085 185 3947,04-05-1963,Aries,01-10-2016,O+,238.9,108.6,188,30.7266
357,female,Mia,Owens,084 635 1466,09-09-1969,Virgo,01-08-2017,O+,198.9,90.4,172,30.5571
358,male,John,Johannsen,083 918 7151,5-23-1953,Gemini,01-09-2016,O+,208.3,94.7,178,29.8889
359,male,Luwam,Negassi,083 599 0388,8-27-1992,Virgo,01-07-2019,AB+,201.7,91.7,170,31.7301
360,male,Bailey,Simmons,085 279 9196,10-02-1950,Libra,01-01-2016,A+,138.2,62.8,173,20.983
361,male,Kong,Tsui,084 963 3412,08-05-1953,Leo,01-07-2019,O+,164.8,74.9,186,21.6499
362,male,Gebre,Hamid,083 640 8498,1-17-1965,Capricorn,01-07-2017,B+,169.6,77.1,177,24.6098
363,female,Yumeko,Moteki,084 897 8127,01-08-1983,Capricorn,01-08-2020,A+,163.7,74.4,155,30.9677
364,male,Nikita,Andreev,084 404 0658,9-17-1976,Virgo,01-02-2017,O+,150,68.2,184,20.1441
365,female,Weronika,Brown,084 428 9413,10-19-1987,Libra,01-03-2018,A+,131.3,59.7,174,19.7186
366,male,Leo,Davide,083 780 9976,06-05-1979,Gemini,01-01-2018,B+,158.4,72,189,20.1562
367,female,Olimpia,Padovano,082 987 6522,5-13-1985,Taurus,01-12-2016,A+,182.6,83,167,29.7608
368,male,Yukihiro,Matsui,085 770 6731,10-19-1984,Libra,01-05-2016,O+,147.8,67.2,180,20.7407
369,female,Scarlett,Metcalfe,083 562 8578,10-23-1993,Scorpio,01-08-2018,O+,145.9,66.3,167,23.7728
370,female,Munachimso,Ugonnatubelum,085 769 4809,11-14-1991,Scorpio,01-09-2016,B+,187.9,85.4,164,31.7519
371,female,Eva,Souter,083 990 6495,5-31-1960,Gemini,01-06-2017,O+,200,90.9,164,33.7968
372,male,Edward,Yermakov,082 853 9539,9-23-1991,Libra,01-09-2017,O+,126.7,57.6,168,20.4082
373,male,You,Liao,083 328 1077,12-10-1965,Sagittarius,01-05-2019,A-,187.9,85.4,178,26.9537
374,male,Alessandro,Sagese,084 522 1174,12-10-1985,Sagittarius,01-02-2019,A+,212.1,96.4,190,26.7036
375,male,Chan,Meng,082 466 5701,3-29-1971,Aries,01-11-2017,O+,208.6,94.8,189,26.539
376,male,Julian,Milne,085 697 5749,1-27-1970,Aquarius,01-12-2019,AB+,153.8,69.9,170,24.1869
377,male,Tobeolisa,Dike,085 313 4069,12-02-1951,Sagittarius,01-03-2018,B+,149.8,68.1,174,22.4931
378,male,Blasius,Denisov,084 615 4786,12-29-1961,Capricorn,01-05-2019,AB+,156.6,71.2,166,25.8383
379,male,Rostislav,Ignatiev,083 940 4548,07-01-1990,Cancer,01-07-2019,A-,160.4,72.9,186,21.0718
380,male,Dionisio,Rossi,084 871 9276,7-20-1951,Cancer,01-12-2018,O+,227.7,103.5,174,34.1855
381,male,William,Drummond,084 324 2269,4-24-1973,Taurus,01-11-2019,B+,181.1,82.3,172,27.8191
382,female,Lily,Bruce,085 215 4153,1-13-1956,Capricorn,01-04-2017,O-,196,89.1,159,35.2439
383,male,Vadim,Yermolayev,083 135 1189,12-08-1977,Sagittarius,01-12-2020,A+,165,75,182,22.6422
384,male,Kuan-Yin,Hs?,083 532 6510,10-09-1965,Libra,01-05-2017,A-,206.4,93.8,182,28.3178
385,male,Toshiki,Motsuzuki,084 395 5905,10-05-1975,Libra,01-12-2017,B+,236.7,107.6,181,32.8439
386,male,Ravil,Bazhenov,085 991 4747,2-27-1977,Pisces,01-12-2020,O+,153.3,69.7,171,23.8364
387,female,Virginia,Piccio,084 778 5085,12-11-1953,Sagittarius,01-10-2018,A+,171.6,78,172,26.3656
388,female,Margarita,Davis,082 173 3925,09-08-1960,Virgo,01-02-2017,A+,202.8,92.2,163,34.7021
389,male,Harry,Belgrave,084 753 0054,5-26-1953,Gemini,01-08-2020,A+,167.6,76.2,178,24.05
390,female,Zinaida,Nevzorova,085 995 2746,03-09-1980,Pisces,01-05-2020,A+,172.5,78.4,170,27.128
391,male,Shigehisa,Onodera,084 108 2042,1-22-1988,Aquarius,01-02-2019,O+,240,109.1,188,30.868
392,male,Dean,Stevens,083 511 9072,9-14-1993,Virgo,01-10-2016,B+,207.7,94.4,184,27.8828
393,male,Noah,Edwards,084 505 2604,12-27-1971,Capricorn,01-08-2018,A-,220.9,100.4,168,35.5726
394,female,Evelyn,White,082 837 1639,9-29-1949,Libra,01-12-2019,O+,139.7,63.5,165,23.3242
395,female,Yasmin,Clarke,085 917 2727,1-27-1955,Aquarius,01-12-2017,B+,172,78.2,158,31.3251
396,male,Charlie,Hinton,082 346 2612,8-27-1982,Virgo,01-01-2016,B+,224.4,102,190,28.2548
397,male,Hudson,Curran,083 435 7257,06-09-1992,Gemini,01-09-2017,O+,167,75.9,188,21.4746
398,male,Abraham,Yonatan,082 380 9585,04-01-1966,Aries,01-06-2020,O+,196.5,89.3,177,28.5039
399,male,Hayden,Schonell,085 102 1558,8-23-1956,Virgo,01-01-2020,O+,191,86.8,168,30.754
400,male,Ewan,Connor,085 680 5033,1-15-1969,Capricorn,01-03-2018,B+,221.1,100.5,177,32.0789
401,female,Zinaida,Belyakova,084 418 0579,12-27-1951,Capricorn,01-02-2016,B+,168.7,76.7,161,29.5899
402,male,Lewis,Thornton,083 556 8256,5-25-1984,Gemini,01-08-2017,A-,221.5,100.7,173,33.6463
403,male,Jaxon,Meyer,083 189 7782,06-08-1953,Gemini,01-08-2018,O+,183.5,83.4,174,27.5466
404,male,Ruben,Maslow,083 273 3600,12-05-1986,Sagittarius,01-02-2016,A-,167.4,76.1,187,21.7621
405,male,Rodney,Stinchcomb,083 969 7453,02-10-1990,Aquarius,01-01-2019,A+,129.6,58.9,178,18.5898
406,male,Long,Lu,085 758 6841,11-06-1958,Scorpio,01-08-2019,AB+,239.4,108.8,184,32.1361
407,male,Lochlan,Fraser,084 546 2921,03-10-1982,Pisces,01-02-2016,O+,230.1,104.6,183,31.2341
408,male,Onodugoadiegbemma,Akubundu,083 504 1619,07-11-1986,Cancer,01-10-2018,A+,159.5,72.5,183,21.6489
409,male,Harry,Todd,085 778 9167,07-08-1985,Cancer,01-01-2019,A+,172,78.2,186,22.6038
410,female,Nebyat,Nuguse,084 922 5623,10-03-1974,Libra,01-09-2018,A+,163.7,74.4,162,28.3493
411,male,Henry,Collin,082 782 9994,1-31-1987,Aquarius,01-10-2017,O-,213.4,97,189,27.1549
412,male,Omar,Senay,083 221 2827,8-24-1962,Virgo,01-11-2018,O+,196.5,89.3,166,32.4067
413,female,Nicole,Mitchell,085 265 6519,11-06-1967,Scorpio,01-01-2017,B-,136.2,61.9,154,26.1005
414,male,Bobby,Martin,082 530 1903,4-13-1983,Aries,01-03-2020,O+,218.2,99.2,187,28.368
415,male,Trifon,Yermakov,083 184 7571,8-16-1975,Leo,01-08-2016,A+,175.3,79.7,185,23.2871
416,female,Mae,Osaka,085 334 5651,8-20-1976,Leo,01-09-2017,O+,126.1,57.3,158,22.9531
417,male,Angus,Verran,082 817 9169,4-26-1972,Taurus,01-04-2019,O-,253.7,115.3,178,36.3906
418,female,Natalina,Calabrese,083 169 0599,8-14-1985,Leo,01-07-2017,A+,219.8,99.9,168,35.3954
419,female,Sophia,Allan,084 721 6469,2-22-1968,Pisces,01-12-2018,B+,161,73.2,154,30.8652
420,male,Muslim,Gorshkov,084 376 7885,3-13-1960,Pisces,01-02-2020,O+,186.6,84.8,169,29.6908
421,male,Ovidio,Genovesi,083 381 7655,08-02-1953,Leo,01-11-2018,B+,185,84.1,170,29.1003
422,female,Skye,Elphinstone,084 787 2217,10-27-1958,Scorpio,01-07-2018,O+,223.7,101.7,159,40.2278
423,female,Frances,Whisler,084 712 3538,9-29-1986,Libra,01-08-2018,O+,140.8,64,158,25.6369
424,male,Honoo,Ooyama,085 664 3750,11-09-1961,Scorpio,01-03-2018,A+,226.8,103.1,171,35.2587
425,male,Jake,Wallace,084 400 5009,10-21-1976,Libra,01-02-2020,A+,157.1,71.4,169,24.9991
426,male,Mustafa,Demsas,084 176 4205,9-23-1976,Libra,01-12-2020,O+,254.1,115.5,167,41.4142
427,male,Tain,Ho,085 568 4953,3-14-1962,Pisces,01-05-2020,O+,250.4,113.8,181,34.7364
428,male,Codey,Kennedy,084 413 6346,05-12-1956,Taurus,01-12-2019,A+,164.3,74.7,185,21.8262
429,male,Tom,Jamieson,085 791 5818,10-31-1990,Scorpio,01-04-2019,A+,191,86.8,177,27.706
430,male,Carlos,Hillard,084 983 4874,4-14-1984,Aries,01-07-2017,B+,206.1,93.7,190,25.9557
431,female,Alene,Ohara,082 713 5365,12-04-1960,Sagittarius,01-11-2016,B+,162.6,73.9,153,31.5691
432,male,Kamdibe,Amaechi,084 469 1332,7-21-1989,Cancer,01-06-2020,A+,174.7,79.4,185,23.1994
433,female,Penelope,De Luca,084 782 3686,9-23-1987,Libra,01-11-2020,O-,156.6,71.2,168,25.2268
434,female,Betsy,Oliver,083 664 0505,3-14-1966,Pisces,01-08-2017,O-,118.1,53.7,161,20.7168
435,female,Lexie,Fraser,083 125 7202,02-10-1961,Aquarius,01-07-2019,O+,191,86.8,171,29.6843
436,male,Calvin,Scott,082 255 7964,3-28-1972,Aries,01-09-2018,B+,209,95,176,30.6689
437,male,Ikuya,Tsuruta,082 353 0919,5-28-1991,Gemini,01-07-2019,A+,240.5,109.3,183,32.6376
438,female,Mariam,Cairns,084 111 0917,10-09-1967,Libra,01-06-2016,O+,134.4,61.1,157,24.788
439,female,Latoya,Engel,082 378 8352,06-05-1973,Gemini,01-05-2018,A+,220.7,100.3,168,35.5371
440,female,Stella,Romani,085 399 6342,1-15-1965,Capricorn,01-07-2018,B+,149.2,67.8,163,25.5185
441,female,Caitlyn,Whitfeld,085 631 3411,12-21-1992,Sagittarius,01-06-2016,B+,145.6,66.2,170,22.9066
442,male,Nkemjika,Udegbulam,085 687 7277,7-31-1970,Leo,01-05-2017,A+,159.7,72.6,169,25.4193
443,female,Mia,Swift,085 655 5382,10-05-1952,Libra,01-01-2020,A+,129.4,58.8,152,25.4501
444,male,Jake,Druitt,082 660 9408,9-23-1965,Libra,01-04-2019,B+,218.2,99.2,170,34.3253
445,male,Goliwe,Amadi,083 650 1076,11-25-1969,Sagittarius,01-11-2018,O+,216.9,98.6,180,30.4321
446,male,Michael,Kells,083 392 1940,5-26-1957,Gemini,01-11-2019,O+,156.2,71,169,24.8591
447,male,Shing,Tung,085 253 6228,4-14-1956,Aries,01-05-2017,O+,146.5,66.6,181,20.329
448,male,Ho,Liu,082 942 7502,9-30-1970,Libra,01-11-2016,O+,156.9,71.3,173,23.823
449,male,Onyemachukwu,Ibeabuchi,082 161 1967,07-09-1978,Cancer,01-12-2020,A+,206.1,93.7,181,28.6011
450,male,Edward,Drumm,084 944 7964,4-25-1963,Taurus,01-06-2020,B+,203.1,92.3,169,32.3168
451,male,Pantaleone,Trentino,084 958 9618,12-10-1971,Sagittarius,01-11-2016,O+,153.1,69.6,184,20.5577
452,female,Manaka,Nakayama,084 383 8159,03-06-1988,Pisces,01-01-2017,A-,112.4,51.1,161,19.7137
453,male,Kazuya,Morita,083 109 2220,05-11-1987,Taurus,01-04-2018,B-,171.4,77.9,174,25.73
454,male,Daniel,Bird,082 969 2664,1-22-1954,Aquarius,01-08-2019,O+,233.4,106.1,183,31.682
455,male,John,Davis,083 492 8098,10-17-1965,Libra,01-01-2017,O+,224.8,102.2,176,32.9933
456,male,Mitsutaka,Yasuda,083 106 5660,1-17-1951,Capricorn,01-09-2018,B+,225.5,102.5,171,35.0535
457,male,Lachlan,Plummer,085 866 3130,7-19-1960,Cancer,01-09-2020,O+,209,95,177,30.3233
458,male,Finlay,Craig,085 228 0482,06-01-1953,Gemini,01-01-2017,A-,233.2,106,170,36.6782
459,male,Robel,Neftalem,085 513 9695,4-19-1989,Aries,01-02-2016,AB+,167.9,76.3,185,22.2936
460,female,Anna,Ferri,082 802 8779,1-14-1994,Capricorn,01-06-2020,O+,149.6,68,155,28.3039
461,male,Asfaha,Petros,085 339 5155,10-05-1984,Libra,01-08-2020,A-,143.2,65.1,174,21.5022
462,male,Elliot,Pritchard,083 779 1930,6-19-1981,Gemini,01-05-2016,O+,235.4,107,180,33.0247
463,female,Tao,Hsieh,082 446 8160,01-11-1961,Capricorn,01-06-2019,AB+,194.9,88.6,168,31.3917
464,female,Hua,Shen,085 801 9533,12-24-1982,Capricorn,01-04-2020,O-,134.4,61.1,159,24.1683
465,male,Hoshihito,Mitani,082 888 6195,12-29-1980,Capricorn,01-11-2020,B+,229,104.1,188,29.4534
466,male,Patryk,King,082 628 3001,1-13-1958,Capricorn,01-06-2016,B+,241.1,109.6,179,34.2062
467,male,Dominic,Mistry,085 330 8573,03-04-1993,Pisces,01-10-2020,B+,223.1,101.4,180,31.2963
468,female,Ernestina,Kendricks,084 280 3427,12-31-1984,Capricorn,01-10-2016,O+,142.6,64.8,156,26.6272
469,male,Dorofei,Sergeyev,084 280 5099,01-05-1965,Capricorn,01-07-2018,O+,231.4,105.2,187,30.0838
470,male,Jack,Cort,083 551 7146,03-05-1993,Pisces,01-07-2017,A+,131.8,59.9,174,19.7846
471,female,Iheoma,Onuoha,083 445 8450,9-23-1950,Libra,01-10-2019,B+,179.3,81.5,167,29.223
472,female,Asmarina,Haile,082 999 2336,7-20-1968,Cancer,01-07-2016,O+,194.5,88.4,153,37.7633
473,male,James,Hannan,084 744 2308,11-13-1950,Scorpio,01-11-2016,A-,200.6,91.2,167,32.7011
474,male,Zac,Melville,085 961 8515,3-19-1973,Pisces,01-11-2017,A+,201.3,91.5,172,30.9289
475,male,Callum,Perkins,082 556 1057,08-04-1962,Leo,01-01-2019,A+,147,66.8,186,19.3086
476,female,Natsnet,Sayid,082 654 3814,11-29-1970,Sagittarius,01-11-2018,A+,192.7,87.6,174,28.9338
477,male,Billy,McKenzie,082 406 6442,6-22-1966,Cancer,01-04-2017,A-,155.3,70.6,170,24.4291
478,male,Semhar,Tewolde,084 859 4723,4-17-1967,Aries,01-06-2017,A+,142.8,64.9,168,22.9946
479,male,Ming,Cheng,085 993 7806,5-29-1982,Gemini,01-01-2017,AB+,183.7,83.5,170,28.8927
480,female,Snjezana,Uspenskaya,084 503 9100,07-09-1971,Cancer,01-10-2016,AB+,221.3,100.6,171,34.4037
481,female,Onyeorulu,Daluchineke,083 517 7405,03-07-1975,Pisces,01-09-2020,O+,188.3,85.6,154,36.0938
482,male,Bailey,Archer,084 499 4390,11-17-1971,Scorpio,01-02-2019,O+,161.7,73.5,173,24.5581
